Sample name,AA amplicon number,Feature ID,Classification,Location,Oncogenes,Complexity score,Captured interval length,Feature median copy number,Feature maximum copy number,Filter flag,Reference version,Tissue of origin,Sample type,Feature BED file,CNV BED file,AA PNG file,AA PDF file,AA cycles file,AA graph file,Run metadata JSON,Sample metadata JSON,All genes
NCIH2029_LUNG,1,NCIH2029_LUNG_amplicon1_BFB_1,BFB,['chr1:36403156-42041949'],"['CSF3R', 'MYCL']",1.2862011190435667,5638793.0,15.374873712486368,19.655825613601202,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2029_LUNG_amplicon1_BFB_1_intervals.bed,samples/NCIH2029_LUNG/NCIH2029_LUNG_CNV_CALLS.bed,samples/NCIH2029_LUNG/NCIH2029_LUNG_AA_results/NCIH2029_LUNG_amplicon1.png,samples/NCIH2029_LUNG/NCIH2029_LUNG_AA_results/NCIH2029_LUNG_amplicon1.pdf,samples/NCIH2029_LUNG/NCIH2029_LUNG_AA_results/NCIH2029_LUNG_amplicon1_cycles.txt,samples/NCIH2029_LUNG/NCIH2029_LUNG_AA_results/NCIH2029_LUNG_amplicon1_graph.txt,Not Provided,Not Provided,"['AKIRIN1', 'BMP8A', 'BMP8B', 'C1orf109', 'C1orf122', 'CAP1', 'CDCA8', 'CITED4', 'COL9A2', 'CSF3R', 'CTPS1', 'DNALI1', 'EDN2', 'EPHA10', 'EXO5', 'FHL3', 'FOXO6', 'FOXO6-AS1', 'GJA9', 'GJA9-MYCBP', 'GNL2', 'GRIK3', 'HEYL', 'HIVEP3', 'HPCAL4', 'INPP5B', 'KCNQ4', 'KIAA0754', 'MACF1', 'MANEAL', 'MEAF6', 'MFSD2A', 'MRPS15', 'MTF1', 'MYCBP', 'MYCL', 'NDUFS5', 'NFYC', 'NFYC-AS1', 'NT5C1A', 'OSCP1', 'OXCT2', 'OXCT2P1', 'PABPC4', 'PABPC4-AS1', 'POU3F1', 'PPIE', 'PPIEL', 'PPT1', 'RHBDL2', 'RIMS3', 'RLF', 'RRAGC', 'RSPO1', 'SCMH1', 'SF3A3', 'SLFNL1', 'SLFNL1-AS1', 'SMAP2', 'SNIP1', 'SNORA55', 'SNORA63C', 'TMCO2', 'TRIT1', 'UTP11', 'YRDC', 'ZC3H12A', 'ZFP69', 'ZFP69B', 'ZMPSTE24', 'ZNF684']"
NCIH2029_LUNG,2,NCIH2029_LUNG_amplicon2_ecDNA_1,ecDNA,"['chr14:22774692-23552885', 'chr14:24758476-25131652', 'chr14:30969115-33958708', 'chr14:33961680-34909193', 'chr14:35103155-36521255']","['NKX2-1', 'PRMT5']",0.6926884846915139,6506575.0,11.835885321178287,36.657952812153404,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2029_LUNG_amplicon2_ecDNA_1_intervals.bed,samples/NCIH2029_LUNG/NCIH2029_LUNG_CNV_CALLS.bed,samples/NCIH2029_LUNG/NCIH2029_LUNG_AA_results/NCIH2029_LUNG_amplicon2.png,samples/NCIH2029_LUNG/NCIH2029_LUNG_AA_results/NCIH2029_LUNG_amplicon2.pdf,samples/NCIH2029_LUNG/NCIH2029_LUNG_AA_results/NCIH2029_LUNG_amplicon2_cycles.txt,samples/NCIH2029_LUNG/NCIH2029_LUNG_AA_results/NCIH2029_LUNG_amplicon2_graph.txt,Not Provided,Not Provided,"['ACIN1', 'AJUBA', 'AKAP6', 'AP4S1', 'ARHGAP5', 'ARHGAP5-AS1', 'BAZ1A', 'BCL2L2', 'BCL2L2-PABPN1', 'BRMS1L', 'C14orf119', 'C14orf93', 'CDH24', 'CEBPE', 'CFL2', 'CMTM5', 'DTD2', 'EAPP', 'EFS', 'EGLN3', 'GPR33', 'HAUS4', 'HEATR5A', 'HECTD1', 'HOMEZ', 'IL25', 'INSM2', 'LMLN2', 'LRP10', 'MBIP', 'MHRT', 'MMP14', 'MRPL52', 'MYH6', 'MYH7', 'NFKBIA', 'NGDN', 'NKX2-1', 'NKX2-1-AS1', 'NPAS3', 'NUBPL', 'PABPN1', 'PPP1R3E', 'PPP2R3C', 'PRMT5', 'PRMT5-AS1', 'PRORP', 'PSMA6', 'PSMB11', 'PSMB5', 'PTCSC3', 'RALGAPA1', 'RBM23', 'REM2', 'RNF212B', 'SFTA3', 'SLC22A17', 'SLC7A7', 'SLC7A8', 'SNORA101B', 'SNORA89', 'SNX6', 'SPTSSA', 'STRN3', 'STXBP6', 'THTPA', 'ZFHX2']"
NCIH2029_LUNG,2,NCIH2029_LUNG_amplicon2_ecDNA_2,ecDNA,['chr14:62373342-62449898'],[],0.5532728906069552,76556.0,5.445812792766158,7.807373849087019,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2029_LUNG_amplicon2_ecDNA_2_intervals.bed,samples/NCIH2029_LUNG/NCIH2029_LUNG_CNV_CALLS.bed,samples/NCIH2029_LUNG/NCIH2029_LUNG_AA_results/NCIH2029_LUNG_amplicon2.png,samples/NCIH2029_LUNG/NCIH2029_LUNG_AA_results/NCIH2029_LUNG_amplicon2.pdf,samples/NCIH2029_LUNG/NCIH2029_LUNG_AA_results/NCIH2029_LUNG_amplicon2_cycles.txt,samples/NCIH2029_LUNG/NCIH2029_LUNG_AA_results/NCIH2029_LUNG_amplicon2_graph.txt,Not Provided,Not Provided,[]
NCIH2029_LUNG,2,NCIH2029_LUNG_amplicon2_ecDNA_3,ecDNA,"['chr6:80610026-80942770', 'chr6:80949749-81090694', 'chr6:82265017-83041014', 'chr6:116189212-116189733', 'chr6:116190699-117384966', 'chr6:117431280-117568962']","['GOPC', 'ROS1']",1.809052000877649,2582156.0,10.025174400926785,22.431921709780656,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2029_LUNG_amplicon2_ecDNA_3_intervals.bed,samples/NCIH2029_LUNG/NCIH2029_LUNG_CNV_CALLS.bed,samples/NCIH2029_LUNG/NCIH2029_LUNG_AA_results/NCIH2029_LUNG_amplicon2.png,samples/NCIH2029_LUNG/NCIH2029_LUNG_AA_results/NCIH2029_LUNG_amplicon2.pdf,samples/NCIH2029_LUNG/NCIH2029_LUNG_AA_results/NCIH2029_LUNG_amplicon2_cycles.txt,samples/NCIH2029_LUNG/NCIH2029_LUNG_AA_results/NCIH2029_LUNG_amplicon2_graph.txt,Not Provided,Not Provided,"['CALHM4', 'CALHM5', 'CALHM6', 'DCBLD1', 'DSE', 'FAM162B', 'GOPC', 'GPRC6A', 'KPNA5', 'NT5DC1', 'RFX6', 'ROS1', 'RSPH4A', 'RWDD1', 'TPBG', 'TRAPPC3L', 'TSPYL1', 'TSPYL4', 'UBE3D', 'VGLL2', 'ZUP1']"
NCIH2029_LUNG,3,NCIH2029_LUNG_amplicon3_Linear_1,Linear,['chr14:18223673-18383417'],[],0.6154908984044513,159744.0,5.103252182762073,5.103252182762073,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2029_LUNG_amplicon3_Linear_1_intervals.bed,samples/NCIH2029_LUNG/NCIH2029_LUNG_CNV_CALLS.bed,samples/NCIH2029_LUNG/NCIH2029_LUNG_AA_results/NCIH2029_LUNG_amplicon3.png,samples/NCIH2029_LUNG/NCIH2029_LUNG_AA_results/NCIH2029_LUNG_amplicon3.pdf,samples/NCIH2029_LUNG/NCIH2029_LUNG_AA_results/NCIH2029_LUNG_amplicon3_cycles.txt,samples/NCIH2029_LUNG/NCIH2029_LUNG_AA_results/NCIH2029_LUNG_amplicon3_graph.txt,Not Provided,Not Provided,[]
NCIH2030_LUNG,1,NCIH2030_LUNG_amplicon1_ecDNA_1,ecDNA,"['chr2:210002161-210196895', 'chr17:82211733-82213950']",[],0.6853715144773331,196951.0,6.620946882267105,10.53067130411383,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2030_LUNG_amplicon1_ecDNA_1_intervals.bed,samples/NCIH2030_LUNG/NCIH2030_LUNG_CNV_CALLS.bed,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon1.png,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon1.pdf,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon1_cycles.txt,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon1_graph.txt,Not Provided,Not Provided,"['ACADL', 'CCDC57', 'KANSL1L', 'KANSL1L-AS1', 'RPE']"
NCIH2030_LUNG,2,NCIH2030_LUNG_amplicon2_Linear_1,Linear,['chr4:62474919-63408900'],[],0.9737219076101327,933981.0,6.986415752169376,7.057212699133828,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2030_LUNG_amplicon2_Linear_1_intervals.bed,samples/NCIH2030_LUNG/NCIH2030_LUNG_CNV_CALLS.bed,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon2.png,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon2.pdf,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon2_cycles.txt,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon2_graph.txt,Not Provided,Not Provided,[]
NCIH2030_LUNG,3,NCIH2030_LUNG_amplicon3_Linear_1,Linear,['chr4:77877901-77981635'],[],0.41701411942130373,103734.0,5.983536775249611,5.983536775249611,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2030_LUNG_amplicon3_Linear_1_intervals.bed,samples/NCIH2030_LUNG/NCIH2030_LUNG_CNV_CALLS.bed,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon3.png,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon3.pdf,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon3_cycles.txt,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon3_graph.txt,Not Provided,Not Provided,['MRPL1']
NCIH2030_LUNG,4,NCIH2030_LUNG_amplicon4_Complex-non-cyclic_1,Complex-non-cyclic,"['chr17:33699595-34346396', 'chr17:34346399-34425617', 'chr17:36714575-37921295', 'chr17:78649723-79483432', 'chr17:79483442-79602679', 'chr14:94519445-94519487']","['CANT1', 'LHX1']",1.6498059718455313,2885727.0,4.937755897857829,6.107871170133674,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2030_LUNG_amplicon4_Complex-non-cyclic_1_intervals.bed,samples/NCIH2030_LUNG/NCIH2030_LUNG_CNV_CALLS.bed,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon4.png,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon4.pdf,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon4_cycles.txt,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon4_graph.txt,Not Provided,Not Provided,"['AATF', 'ACACA', 'C17orf78', 'C1QTNF1', 'C1QTNF1-AS1', 'CANT1', 'CCL1', 'CCL11', 'CCL13', 'CCL2', 'CCL7', 'CCL8', 'CEP295NL', 'CYTH1', 'DDX52', 'DUSP14', 'ENGASE', 'HNF1B', 'LGALS3BP', 'LHX1', 'LHX1-DT', 'RBFOX3', 'SNORA90', 'SYNRG', 'TADA2A', 'TIMP2', 'USP36', 'YWHAEP7']"
NCIH2030_LUNG,5,NCIH2030_LUNG_amplicon5_Linear_1,Linear,"['chr15:17000000-17105008', 'chr20:28769340-28771444', 'chr20:28943276-28953736']",[],1.2169823465665268,117572.0,8.562609171273117,9.749480497912902,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2030_LUNG_amplicon5_Linear_1_intervals.bed,samples/NCIH2030_LUNG/NCIH2030_LUNG_CNV_CALLS.bed,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon5.png,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon5.pdf,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon5_cycles.txt,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon5_graph.txt,Not Provided,Not Provided,[]
NCIH2030_LUNG,6,NCIH2030_LUNG_amplicon6_Linear_1,Linear,['chr17:80582508-80782545'],[],4.601874437070216e-13,200037.0,5.218926471172401,5.218926471172401,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2030_LUNG_amplicon6_Linear_1_intervals.bed,samples/NCIH2030_LUNG/NCIH2030_LUNG_CNV_CALLS.bed,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon6.png,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon6.pdf,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon6_cycles.txt,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon6_graph.txt,Not Provided,Not Provided,['RPTOR']
NCIH2030_LUNG,8,NCIH2030_LUNG_amplicon8_Linear_1,Linear,['chrX:155984302-155987102'],[],1.1688968281607766,2800.0,7.01372512235163,7.01372512235163,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2030_LUNG_amplicon8_Linear_1_intervals.bed,samples/NCIH2030_LUNG/NCIH2030_LUNG_CNV_CALLS.bed,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon8.png,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon8.pdf,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon8_cycles.txt,samples/NCIH2030_LUNG/NCIH2030_LUNG_AA_results/NCIH2030_LUNG_amplicon8_graph.txt,Not Provided,Not Provided,[]
NCIH2052_PLEURA,1,NCIH2052_PLEURA_amplicon1_Complex-non-cyclic_1,Complex-non-cyclic,"['chr20:28734284-28802552', 'chr20:28923681-28944136', 'chr20:29110295-29125599', 'chr20:29152371-29155977', 'chr20:29187554-29197179', 'chr20:29205922-29257053', 'chr20:29710611-29863429', 'chr20:30404552-30425007', 'chr15:17000000-17490011', 'chr19:27295282-27315737', 'chr19:27320145-27340601']",[],2.29086012800159,872584.0,9.41858242262393,51.44405672746387,None,GRCh38,pleura,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2052_PLEURA_amplicon1_Complex-non-cyclic_1_intervals.bed,samples/NCIH2052_PLEURA/NCIH2052_PLEURA_CNV_CALLS.bed,samples/NCIH2052_PLEURA/NCIH2052_PLEURA_AA_results/NCIH2052_PLEURA_amplicon1.png,samples/NCIH2052_PLEURA/NCIH2052_PLEURA_AA_results/NCIH2052_PLEURA_amplicon1.pdf,samples/NCIH2052_PLEURA/NCIH2052_PLEURA_AA_results/NCIH2052_PLEURA_amplicon1_cycles.txt,samples/NCIH2052_PLEURA/NCIH2052_PLEURA_AA_results/NCIH2052_PLEURA_amplicon1_graph.txt,samples/NCIH2052_PLEURA/NCIH2052_PLEURA_run_metadata.json,samples/NCIH2052_PLEURA/NCIH2052_PLEURA_sample_metadata.json,[]
NCIH2066_LUNG,1,NCIH2066_LUNG_amplicon1_ecDNA_1,ecDNA,"['chr4:89990985-89991479', 'chr4:90000612-90626683', 'chr4:90710901-90711819']",[],0.5980732790096546,627483.0,4.6760204296200065,4.6760204296200065,LowCN,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2066_LUNG_amplicon1_ecDNA_1_intervals.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_CNV_CALLS.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon1.png,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon1.pdf,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon1_cycles.txt,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon1_graph.txt,Not Provided,Not Provided,['CCSER1']
NCIH2066_LUNG,2,NCIH2066_LUNG_amplicon2_Linear_1,Linear,['chr3:129595086-129649836'],[],0.4804302137280175,54750.0,5.941736595673315,5.941736595673315,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2066_LUNG_amplicon2_Linear_1_intervals.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_CNV_CALLS.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon2.png,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon2.pdf,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon2_cycles.txt,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon2_graph.txt,Not Provided,Not Provided,"['PLXND1', 'TMCC1']"
NCIH2066_LUNG,3,NCIH2066_LUNG_amplicon3_ecDNA_1,ecDNA,"['chr3:150959088-151000103', 'chr3:151000321-151010002']",[],0.5880028665026502,50696.0,4.685206312519463,4.966563160118514,LowCN,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2066_LUNG_amplicon3_ecDNA_1_intervals.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_CNV_CALLS.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon3.png,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon3.pdf,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon3_cycles.txt,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon3_graph.txt,Not Provided,Not Provided,['CLRN1-AS1']
NCIH2066_LUNG,4,NCIH2066_LUNG_amplicon4_ecDNA_1,ecDNA,"['chr3:195615108-195721380', 'chr3:195781198-195786905']",['MUC4'],0.7862713788390219,111979.0,7.901720744678644,8.53328113216364,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2066_LUNG_amplicon4_ecDNA_1_intervals.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_CNV_CALLS.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon4.png,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon4.pdf,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon4_cycles.txt,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon4_graph.txt,Not Provided,Not Provided,"['MUC20', 'MUC4', 'SDHAP2']"
NCIH2066_LUNG,4,NCIH2066_LUNG_amplicon4_ecDNA_2,ecDNA,['chr5:43437360-44184078'],[],1.2067744490761543,746718.0,16.122491114009183,24.146219989403374,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2066_LUNG_amplicon4_ecDNA_2_intervals.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_CNV_CALLS.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon4.png,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon4.pdf,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon4_cycles.txt,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon4_graph.txt,Not Provided,Not Provided,"['C5orf34', 'NNT', 'NNT-AS1', 'PAIP1', 'TMEM267']"
NCIH2066_LUNG,4,NCIH2066_LUNG_amplicon4_ecDNA_3,ecDNA,['chr5:682359-788703'],[],1.243595023548549,106344.0,6.250710589765046,8.21155151016285,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2066_LUNG_amplicon4_ecDNA_3_intervals.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_CNV_CALLS.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon4.png,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon4.pdf,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon4_cycles.txt,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon4_graph.txt,Not Provided,Not Provided,"['TPPP', 'ZDHHC11B']"
NCIH2066_LUNG,6,NCIH2066_LUNG_amplicon6_Linear_1,Linear,['chr6:254996-381300'],[],0.7195350159625141,126304.0,8.113333904278415,8.113333904278415,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2066_LUNG_amplicon6_Linear_1_intervals.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_CNV_CALLS.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon6.png,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon6.pdf,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon6_cycles.txt,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon6_graph.txt,Not Provided,Not Provided,['DUSP22']
NCIH2066_LUNG,7,NCIH2066_LUNG_amplicon7_Complex-non-cyclic_1,Complex-non-cyclic,"['chr17:76211754-76217905', 'chr17:81998400-82065300']",['ASPSCR1'],1.474684317789714,73051.0,7.4278599269523236,7.434798611482655,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2066_LUNG_amplicon7_Complex-non-cyclic_1_intervals.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_CNV_CALLS.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon7.png,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon7.pdf,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon7_cycles.txt,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon7_graph.txt,Not Provided,Not Provided,"['ASPSCR1', 'CENPX', 'DCXR', 'DCXR-DT', 'DUS1L', 'GPS1', 'LRRC45', 'RAC3', 'RFNG', 'RNF157']"
NCIH2066_LUNG,8,NCIH2066_LUNG_amplicon8_Complex-non-cyclic_1,Complex-non-cyclic,"['chr14:42241555-42242019', 'chr14:42398819-42422682', 'chr14:44417582-44434522']",[],1.116027921279947,41267.0,4.556998821482531,4.843819994443541,LowCN,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2066_LUNG_amplicon8_Complex-non-cyclic_1_intervals.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_CNV_CALLS.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon8.png,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon8.pdf,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon8_cycles.txt,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon8_graph.txt,Not Provided,Not Provided,[]
NCIH2066_LUNG,9,NCIH2066_LUNG_amplicon9_Linear_1,Linear,['chr13:97019277-97409035'],[],0.5372280439050351,389758.0,4.778236979270824,4.778236979270825,LowCN,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2066_LUNG_amplicon9_Linear_1_intervals.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_CNV_CALLS.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon9.png,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon9.pdf,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon9_cycles.txt,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon9_graph.txt,Not Provided,Not Provided,['MBNL2']
NCIH2066_LUNG,10,NCIH2066_LUNG_amplicon10_Linear_1,Linear,"['chr14:31441984-32484098', 'chr14:32485298-33388004']",[],0.6777331248059573,1944820.0,4.8252515395321405,4.8252515395321405,LowCN,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2066_LUNG_amplicon10_Linear_1_intervals.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_CNV_CALLS.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon10.png,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon10.pdf,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon10_cycles.txt,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon10_graph.txt,Not Provided,Not Provided,"['AKAP6', 'ARHGAP5', 'ARHGAP5-AS1', 'DTD2', 'GPR33', 'NPAS3', 'NUBPL']"
NCIH2066_LUNG,11,NCIH2066_LUNG_amplicon11_Linear_1,Linear,['chr16:35226373-35300002'],[],8.052447597603018e-13,73629.0,5.3382213202442985,5.3382213202442985,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/NCIH2066_LUNG_amplicon11_Linear_1_intervals.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_CNV_CALLS.bed,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon11.png,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon11.pdf,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon11_cycles.txt,samples/NCIH2066_LUNG/NCIH2066_LUNG_AA_results/NCIH2066_LUNG_amplicon11_graph.txt,Not Provided,Not Provided,[]
